,trip_second,km_distance_trip
3145,564,3.3
3146,605,2.5
3147,509,2.9
3148,514,3.4
3149,848,3.8
3150,152,0.4
3151,446,3.4
3152,191,0.7
3153,183,1.1
3154,1692,6.5
3155,368,1.4
3156,461,2.8
3157,425,2.1
3158,1125,4.2
3159,196,1.5
3160,1561,7.5
3161,710,8.2
3162,578,3.5
3163,800,4.6
3164,953,5.5
3165,687,3.6
3166,709,2.6
3167,311,2.1
3168,839,7.3
3169,787,3.1
3170,423,2.1
3171,416,2.4
3172,326,2.1
3173,431,3.1
3174,257,0.9
3175,562,5.4
3176,225,1.3
3177,875,7.7
3178,641,3.1
3179,525,2.3
3180,963,6.2
3181,760,3.4
3182,743,5.5
3183,284,1.5
3184,218,1.7
3185,816,6.7
3186,293,1.7
3187,572,3.9
3188,1097,4.2
3189,346,1.8
3190,860,4.4
3191,1283,6.0
3192,482,2.5
3193,781,6.1
3194,566,4.4
3195,740,6.2
3196,253,1.1
3197,886,4.2
3198,438,3.1
3199,764,3.2
3200,616,3.7
3201,983,5.9
3202,503,2.6
3203,226,1.3
3204,1360,11.0
3205,753,6.1
3206,1348,6.2
3207,800,6.2
3208,607,4.5
3209,1386,7.2
3210,284,1.9
3211,763,6.2
3212,1314,14.0
3213,877,4.3
3214,437,3.5
3215,777,4.1
3216,446,1.6
3217,474,1.1
3218,545,3.1
3219,1316,12.0
3220,1145,6.1
3221,714,3.2
3222,174,0.8
3223,890,8.9
3224,775,2.2
3225,282,1.8
3226,631,5.4
3227,1096,8.0
3228,1590,13.0
3229,333,2.3
3230,686,7.5
3231,276,3.7
3232,513,3.5
3233,1084,4.3
3234,345,2.3
3235,855,4.9
3236,1076,3.9
3237,673,5.6
3238,1124,6.4
3239,292,1.9
3240,359,2.7
3241,604,4.4
3242,270,1.5
3243,317,2.5
3244,240,1.9
3245,1074,5.2
3246,1621,6.0
3247,625,3.8
3248,1849,5.3
3249,752,2.8
3250,288,1.4
3251,817,6.4
3252,637,5.3
3253,957,9.5
3254,1737,6.4
3255,1239,16.0
3256,715,2.2
3257,152,0.7
3258,1041,3.9
3259,425,2.8
3260,206,1.2
3261,576,2.9
3262,469,2.0
3263,683,4.5
3264,592,3.1
3265,597,3.7
3266,678,4.6
3267,553,2.8
3268,666,1.9
3269,904,7.8
3270,414,3.3
3271,241,1.4
3272,933,9.5
3273,462,2.9
3274,943,5.1
3275,1576,6.9
3276,321,1.8
3277,1168,5.5
3278,289,2.0
3279,1136,6.3
3280,293,1.9
3281,1156,4.1
3282,140,0.7
3283,830,3.5
3284,588,3.4
3285,470,4.1
3286,357,2.2
3287,165,0.4
3288,488,3.5
3289,704,3.7
3290,770,6.2
3291,506,4.0
3292,455,3.0
3293,972,4.4
3294,283,1.1
3295,137,0.7
3296,140,0.9
3297,585,3.1
3298,848,3.5
3299,418,2.8
3300,362,1.6
3301,1465,20.0
3302,1054,4.8
3303,778,5.8
3304,632,2.8
3305,771,5.6
3306,1391,23.0
3307,1246,18.0
3308,1304,14.0
3309,1145,3.0
3310,845,6.6
3311,672,3.1
3312,377,2.8
3313,632,5.0
3314,901,5.0
3315,1118,8.1
3316,639,4.1
3317,791,3.2
3318,864,4.4
3319,851,3.1
3320,1223,4.4
3321,171,1.3
3322,473,2.8
3323,805,3.3
3324,329,1.9
3325,407,2.4
3326,374,3.1
3327,468,3.5
3328,827,3.2
3329,846,4.9
3330,476,2.8
3331,1215,5.5
3332,318,1.9
3333,754,4.1
3334,142,1.0
3335,269,1.2
3336,1458,20.0
3337,562,2.7
3338,265,0.8
3339,994,3.7
3340,397,1.9
3341,441,4.0
3342,958,9.5
3343,598,7.4
3344,452,2.6
3345,406,1.8
3346,880,4.9
3347,446,2.9
3348,1007,5.8
3349,559,4.1
3350,538,3.4
3351,728,2.9
3352,841,5.7
3353,416,3.2
3354,346,2.2
3355,346,2.7
3356,1281,10.0
3357,468,2.4
3358,354,1.6
3359,1520,20.0
3360,754,4.8
3361,732,2.9
3362,1112,3.8
3363,275,0.9
3364,280,1.2
3365,712,6.0
3366,791,7.8
3367,402,3.0
3368,1682,5.2
3369,860,4.7
3370,536,3.2
3371,1276,4.8
3372,845,7.4
3373,734,2.7
3374,361,2.7
3375,645,3.8
3376,1097,5.8
3377,942,5.0
3378,761,3.3
3379,96,0.5
3380,212,1.0
3381,265,1.2
3382,253,1.5
3383,290,1.4
3384,251,1.5
3385,782,4.3
3386,876,3.7
3387,737,9.1
3388,791,1.9
3389,556,4.0
3390,267,1.1
3391,369,1.8
3392,534,4.5
3393,661,2.8
3394,323,2.5
3395,241,0.9
3396,231,1.6
3397,942,4.0
3398,280,1.4
3399,937,4.4
3400,470,3.1
3401,444,2.5
3402,324,2.4
3403,462,2.7
3404,257,2.0
3405,428,2.5
3406,1135,7.4
3407,269,1.1
3408,852,5.2
3409,304,1.2
3410,460,1.9
3411,282,1.3
3412,822,6.4
3413,910,9.4
3414,548,2.7
3415,572,3.4
3416,340,2.4
3417,662,5.3
3418,678,3.2
3419,549,5.0
3420,890,3.7
3421,447,2.7
3422,382,2.5
3423,700,6.0
3424,288,1.2
3425,351,2.8
3426,1819,6.2
3427,1157,5.3
3428,1878,6.2
3429,492,3.0
3430,379,2.6
3431,509,2.8
3432,827,4.3
3433,638,4.1
3434,511,4.1
3435,757,5.2
3436,444,2.0
3437,557,1.9
3438,1252,4.6
3439,695,3.7
3440,1031,4.4
3441,1351,5.0
3442,226,1.1
3443,1061,6.2
3444,456,2.8
3445,758,5.8
3446,994,5.5
3447,542,2.4
3448,882,5.5
3449,1375,10.0
3450,557,4.0
3451,974,4.6
3452,747,6.5
3453,957,4.9
3454,561,3.7
3455,1200,2.2
3456,327,1.5
3457,1677,18.0
3458,120,0.5
3459,1310,6.1
3460,813,6.7
3461,540,3.0
3462,563,3.9
3463,664,4.3
3464,768,11.0
3465,827,4.6
3466,874,9.2
3467,1728,5.0
3468,495,2.8
3469,804,3.7
3470,991,8.0
3471,1051,11.0
3472,695,5.1
3473,448,2.7
3474,1291,12.0
3475,748,3.1
3476,451,2.9
3477,584,4.8
3478,1242,5.3
3479,1107,4.0
3480,389,2.0
3481,223,1.1
3482,743,2.9
3483,381,1.7
3484,210,1.4
3485,1115,10.0
3486,1294,6.3
3487,693,4.4
3488,1161,6.0
3489,549,3.0
3490,430,2.9
3491,215,0.7
3492,329,2.1
3493,1232,4.4
3494,533,4.8
3495,593,2.7
3496,912,3.7
3497,1147,6.2
3498,334,1.7
3499,868,8.6
3500,357,1.6
3501,779,3.8
3502,242,1.4
3503,1077,4.0
3504,280,1.0
3505,712,2.3
3506,733,5.8
3507,1096,5.8
3508,1438,6.0
3509,798,4.5
3510,336,1.7
3511,862,4.7
3512,412,2.3
3513,882,3.7
3514,490,2.6
3515,794,5.8
3516,1214,5.3
3517,448,2.3
3518,941,5.3
3519,247,1.5
3520,316,2.3
3521,794,6.7
3522,388,2.1
3523,470,3.1
3524,1677,9.0
3525,529,3.5
3526,665,5.8
3527,540,4.6
3528,1315,10.0
3529,154,0.9
3530,619,3.7
3531,361,1.6
3532,1407,11.0
3533,416,3.0
3534,1060,4.3
3535,511,5.7
3536,295,1.7
3537,403,2.3
3538,592,4.4
3539,267,1.7
3540,412,2.4
3541,1604,6.6
3542,274,1.5
3543,761,5.5
3544,1389,8.7
3545,261,1.4
3546,515,3.5
3547,524,2.5
3548,619,6.3
3549,1108,4.5
3550,461,3.5
3551,786,6.6
3552,377,2.5
3553,436,2.7
3554,922,11.0
3555,892,5.1
3556,816,6.4
3557,1089,3.3
3558,671,5.6
3559,1278,9.1
3560,1382,6.8
3561,1194,14.0
3562,664,1.9
3563,112,0.8
3564,964,6.8
3565,1256,4.7
3566,802,4.0
3567,839,7.1
3568,799,6.1
3569,757,5.5
3570,999,4.5
3571,715,5.1
3572,1411,4.8
3573,856,4.2
3574,988,4.3
3575,513,3.2
3576,862,3.1
3577,549,3.3
3578,1107,5.5
3579,644,3.0
3580,856,3.6
3581,458,2.9
3582,1625,5.4
3583,972,8.3
3584,611,4.2
3585,1478,21.0
3586,1612,17.0
3587,1023,3.4
3588,280,1.3
3589,554,3.9
3590,269,1.2
3591,356,2.1
3592,471,4.0
3593,591,2.4
3594,921,7.2
3595,263,0.8
3596,939,6.4
3597,1052,5.6
3598,484,1.9
3599,803,2.9
3600,454,1.8
3601,457,2.9
3602,761,2.2
3603,758,3.0
3604,513,2.8
3605,969,9.8
3606,946,5.3
3607,339,1.6
3608,928,5.1
3609,395,2.4
3610,205,1.3
3611,455,1.9
3612,754,6.6
3613,566,2.9
3614,657,5.0
3615,188,1.1
3616,618,4.9
3617,1086,7.7
3618,393,3.1
3619,427,2.7
3620,914,6.6
3621,1007,4.8
3622,765,5.6
3623,515,3.6
3624,1115,4.0
3625,348,2.2
3626,1345,5.2
3627,826,6.4
3628,328,1.3
3629,487,2.7
3630,820,7.1
3631,793,2.8
3632,446,2.8
3633,1014,4.3
3634,1699,18.0
3635,762,4.1
3636,829,3.9
3637,251,0.9
3638,1493,5.8
3639,657,3.0
3640,1708,7.4
3641,748,7.9
3642,814,2.8
3643,712,6.0
3644,334,2.0
3645,926,3.6
3646,1589,6.5
3647,1602,21.0
3648,1110,6.1
3649,1563,5.1
3650,838,4.3
3651,1769,6.1
3652,1119,6.0
3653,1532,7.0
3654,924,3.5
3655,1027,3.6
3656,1071,5.2
3657,422,2.6
3658,467,3.4
3659,861,6.6
3660,767,3.1
3661,745,3.7
3662,1109,10.0
3663,1110,6.7
3664,233,1.1
3665,429,2.7
3666,46,0.3
3667,1582,6.8
3668,626,4.0
3669,562,2.3
3670,561,3.3
3671,335,2.6
3672,1539,6.1
3673,542,2.6
3674,745,3.7
3675,730,4.2
3676,470,2.5
3677,361,3.3
3678,735,4.8
3679,279,1.9
3680,343,1.8
3681,551,4.5
3682,1345,5.2
3683,565,4.0
3684,712,3.8
3685,452,2.6
3686,1630,6.9
3687,840,4.0
3688,767,4.0
3689,426,2.0
3690,217,1.0
3691,1010,5.0
3692,311,1.4
3693,1937,8.4
3694,306,1.9
3695,275,1.2
3696,718,3.9
3697,336,1.4
3698,876,6.5
3699,927,7.1
3700,626,4.9
3701,660,6.0
3702,425,3.1
3703,959,4.8
3704,527,4.4
3705,429,4.0
3706,379,2.3
3707,247,1.2
3708,1758,21.0
3709,639,3.9
3710,381,2.0
3711,1155,6.8
3712,580,3.0
3713,821,7.9
3714,536,4.2
3715,731,5.9
3716,753,6.4
3717,448,3.4
3718,632,3.8
3719,1604,14.0
3720,1819,6.3
3721,443,2.1
3722,986,5.3
3723,294,0.9
3724,148,0.7
3725,988,9.9
3726,1023,3.7
3727,853,5.6
3728,1165,5.2
3729,455,3.4
3730,482,4.9
3731,281,1.4
3732,970,2.4
3733,726,4.3
3734,667,5.6
3735,126,0.8
3736,573,4.8
3737,562,2.0
3738,723,4.7
3739,779,6.3
3740,553,4.0
3741,548,2.9
3742,1595,8.1
3743,400,2.7
3744,659,2.2
3745,997,4.6
3746,455,3.5
3747,1393,20.0
3748,1870,7.2
3749,1015,5.2
3750,650,2.8
3751,386,2.4
3752,838,4.4
3753,377,4.3
3754,810,7.5
3755,774,3.0
3756,490,2.8
3757,335,2.2
3758,451,3.4
3759,1635,5.5
3760,1048,4.1
3761,284,1.0
3762,341,2.2
3763,593,3.5
3764,852,6.1
3765,767,3.9
3766,1021,5.2
3767,577,3.8
3768,799,6.1
3769,542,2.6
3770,1069,8.3
3771,774,6.5
3772,609,4.0
3773,537,3.4
3774,754,2.6
3775,324,2.0
3776,769,3.1
3777,228,1.1
3778,438,2.1
3779,482,1.6
3780,175,1.4
3781,672,2.1
3782,805,11.0
3783,593,3.3
3784,499,2.8
3785,360,2.5
3786,530,4.0
3787,980,4.8
3788,882,6.4
3789,589,2.9
3790,582,2.7
3791,975,7.1
3792,1026,9.0
3793,391,3.0
3794,660,3.2
3795,1576,5.9
3796,523,4.7
3797,444,3.4
3798,487,3.9
3799,1472,6.6
3800,727,3.9
3801,441,3.7
3802,786,4.4
3803,719,6.0
3804,1043,6.1
3805,734,5.8
3806,1047,5.1
3807,1353,4.9
3808,531,4.2
3809,985,5.2
3810,902,3.6
3811,572,2.8
3812,868,2.6
3813,726,2.9
3814,342,1.6
3815,577,4.7
3816,1638,6.3
3817,683,3.1
3818,466,3.0
3819,366,2.0
3820,892,7.0
3821,1167,14.0
3822,666,3.6
3823,594,4.6
3824,1039,4.4
3825,783,10.0
3826,951,5.9
3827,945,3.3
3828,746,4.1
3829,1064,4.9
3830,1739,6.2
3831,670,3.3
3832,901,5.4
3833,649,3.2
3834,394,4.7
3835,619,4.8
3836,975,4.2
3837,710,3.0
3838,435,2.4
3839,968,5.1
3840,965,5.1
3841,356,2.7
3842,273,1.3
3843,390,3.0
3844,481,3.0
3845,1446,5.7
3846,694,4.7
3847,967,5.9
3848,738,3.1
3849,722,7.5
3850,818,4.3
3851,295,1.9
3852,723,6.2
3853,706,5.7
3854,286,1.6
3855,1221,6.1
3856,343,2.5
3857,913,6.6
3858,367,2.2
3859,367,2.4
3860,460,2.5
3861,364,2.8
3862,740,8.3
3863,240,1.2
3864,1500,13.0
3865,214,1.7
3866,791,5.1
3867,1120,5.1
3868,454,2.9
3869,757,6.8
3870,263,1.7
3871,387,2.2
3872,584,4.8
3873,1165,5.2
3874,481,2.7
3875,380,1.8
3876,712,4.7
3877,340,2.4
3878,1033,5.4
3879,493,3.2
3880,513,2.8
3881,1059,8.9
3882,537,2.8
3883,512,3.0
3884,824,4.8
3885,438,2.0
3886,398,3.1
3887,466,2.6
3888,364,2.5
3889,639,3.1
3890,871,4.8
3891,1736,6.7
3892,830,4.1
3893,1864,8.5
3894,712,3.8
3895,417,2.3
3896,1438,5.6
3897,398,2.0
3898,516,3.3
3899,989,5.0
3900,479,1.2
3901,496,2.1
3902,901,8.1
3903,911,4.9
3904,622,3.2
3905,953,11.0
3906,637,5.1
3907,367,2.7
3908,537,4.2
3909,1044,5.2
3910,350,4.0
3911,306,1.4
3912,260,1.1
3913,692,1.5
3914,346,2.4
3915,495,3.1
3916,286,2.0
3917,782,3.8
3918,332,4.2
3919,870,5.6
3920,860,3.2
3921,1888,6.2
3922,434,2.7
3923,689,3.1
3924,738,8.6
3925,415,3.4
3926,150,0.6
3927,289,1.5
3928,538,3.4
3929,705,3.6
3930,484,2.1
3931,429,3.4
3932,655,5.4
3933,1332,10.0
3934,517,3.4
3935,674,3.2
3936,1152,4.7
3937,283,1.1
3938,1314,6.1
3939,766,2.4
3940,973,5.7
3941,413,2.2
3942,1111,3.9
3943,475,3.7
3944,235,1.1
3945,91,0.4
3946,1063,5.2
3947,427,2.3
3948,209,0.7
3949,690,5.3
3950,1396,5.4
3951,509,2.9
3952,1000,4.7
3953,349,1.1
3954,253,1.1
3955,244,1.2
3956,1601,23.0
3957,1537,5.2
3958,273,1.6
3959,235,1.6
3960,440,3.0
3961,276,1.2
3962,854,3.8
3963,468,2.9
3964,582,5.3
3965,943,5.6
3966,433,3.9
3967,405,2.0
3968,1482,20.0
3969,298,1.0
3970,242,1.6
3971,398,3.0
3972,1484,6.4
3973,380,1.3
3974,436,2.0
3975,708,4.7
3976,161,0.5
3977,907,5.5
3978,250,1.4
3979,876,3.5
3980,649,4.1
3981,565,3.2
3982,884,9.6
3983,1649,6.0
3984,979,6.7
3985,737,6.2
3986,800,4.0
3987,375,2.5
3988,296,2.3
3989,606,2.5
3990,982,3.8
3991,535,2.4
3992,994,5.2
3993,316,1.2
3994,1162,5.7
3995,980,6.8
3996,422,2.2
3997,351,2.0
3998,443,3.0
3999,1123,7.3
4000,1779,5.5
4001,699,5.5
4002,161,0.7
4003,397,2.9
4004,1071,5.5
4005,567,3.0
4006,377,1.6
4007,294,1.8
4008,1710,6.5
4009,215,1.4
4010,448,3.4
4011,1544,7.0
4012,109,0.5
4013,1033,3.2
4014,320,1.6
4015,230,1.8
4016,1242,5.1
4017,990,8.6
4018,266,1.8
4019,432,1.9
4020,440,2.1
4021,378,3.4
4022,1003,5.0
4023,327,2.2
4024,1671,5.5
4025,667,5.6
4026,309,0.6
4027,702,2.8
4028,617,2.4
4029,354,2.2
4030,631,6.7
4031,636,2.8
4032,387,2.3
4033,669,5.7
4034,465,3.0
4035,647,3.0
4036,1253,14.0
4037,980,4.6
4038,907,3.2
4039,1080,5.6
4040,238,1.2
4041,529,5.0
4042,999,5.6
4043,703,4.2
4044,728,2.3
4045,1082,5.9
4046,811,5.0
4047,1326,6.3
4048,1409,5.7
4049,382,2.2
4050,451,2.9
4051,1359,7.0
4052,526,2.2
4053,753,4.2
4054,389,2.9
4055,1542,5.8
4056,844,9.2
4057,1066,4.1
4058,650,2.8
4059,1108,9.0
4060,293,1.9
4061,1682,6.5
4062,544,4.1
4063,233,1.5
4064,302,1.7
4065,1024,6.0
4066,343,1.4
4067,1154,4.8
4068,270,1.3
4069,537,2.3
4070,1524,9.7
4071,93,0.6
4072,935,3.6
4073,196,0.6
4074,1275,9.7
4075,277,1.6
4076,922,9.9
4077,628,5.6
4078,836,9.3
4079,532,3.2
4080,914,8.1
4081,457,2.5
4082,529,3.7
4083,395,3.1
4084,435,2.1
4085,950,7.0
4086,820,3.7
4087,540,5.0
4088,337,1.8
4089,431,3.0
4090,339,1.5
4091,446,2.2
4092,1543,7.0
4093,331,1.9
4094,891,11.0
4095,496,4.4
4096,856,4.8
4097,638,2.9
4098,981,5.9
4099,787,6.0
4100,648,3.2
4101,921,4.2
4102,709,4.6
4103,941,4.5
4104,694,4.5
4105,283,1.9
4106,448,3.5
4107,716,5.6
4108,281,0.9
4109,500,3.1
4110,304,2.0
4111,1349,5.9
4112,799,6.6
4113,658,4.4
4114,1554,8.8
4115,1727,4.8
4116,1099,10.0
4117,1270,8.7
4118,328,2.1
4119,296,1.4
4120,229,1.2
4121,428,2.5
4122,760,6.2
4123,928,8.6
4124,500,1.9
4125,864,7.4
4126,768,4.8
4127,1184,5.4
4128,684,3.1
4129,881,7.4
4130,708,6.7
4131,340,2.5
4132,1029,9.9
4133,285,1.5
4134,458,0.9
4135,903,3.5
4136,732,6.0
4137,741,4.5
4138,359,2.7
4139,214,1.3
4140,652,4.8
4141,389,0.5
4142,261,1.7
4143,1029,5.4
4144,703,3.2
4145,295,1.9
4146,657,5.3
4147,276,2.0
4148,442,2.2
4149,559,2.6
4150,406,2.9
4151,584,3.7
4152,823,8.3
4153,606,4.2
4154,1134,6.3
4155,414,1.5
4156,1062,5.6
4157,519,2.9
4158,960,5.4
4159,385,1.5
4160,1305,5.6
4161,1317,12.0
4162,812,6.1
4163,458,2.8
4164,308,1.4
4165,529,3.5
4166,716,5.2
4167,841,3.4
4168,804,7.3
4169,717,3.9
4170,2347,16.0
4171,547,3.4
4172,928,2.8
4173,781,3.1
4174,944,3.6
4175,293,2.2
4176,393,4.3
4177,822,3.5
4178,155,0.6
4179,1481,7.2
4180,192,1.1
4181,249,1.3
4182,380,2.2
4183,158,1.2
4184,1037,5.6
4185,1217,4.6
4186,1556,22.0
4187,745,6.7
4188,1485,6.9
4189,1286,16.0
4190,1215,6.2
4191,1711,8.9
4192,720,3.3
4193,299,2.0
4194,435,2.8
4195,1537,5.8
4196,884,7.2
4197,738,5.7
4198,835,6.6
4199,808,7.5
4200,850,4.7
4201,426,2.9
4202,147,0.6
4203,325,2.4
4204,553,4.4
4205,992,4.8
4206,513,1.7
4207,250,1.6
4208,482,2.9
4209,108,0.3
4210,834,5.2
4211,593,2.0
4212,789,3.0
4213,754,3.6
4214,302,1.6
4215,200,1.3
4216,694,5.3
4217,562,3.2
4218,142,0.7
4219,858,3.8
4220,846,8.0
4221,423,2.3
4222,242,1.3
4223,270,1.1
4224,657,3.9
4225,905,4.4
4226,410,3.0
4227,747,6.4
4228,237,1.2
4229,456,2.2
4230,571,3.2
4231,366,3.0
4232,453,2.2
4233,460,3.2
4234,327,1.6
4235,739,5.9
4236,941,5.9
4237,699,2.4
4238,349,2.1
4239,482,2.0
4240,1415,13.0
4241,1632,6.1
4242,684,5.5
4243,797,4.4
4244,290,2.2
4245,704,8.3
4246,197,1.1
4247,431,1.8
4248,1878,6.5
4249,721,5.5
4250,497,2.1
4251,513,2.1
4252,756,3.8
4253,644,3.6
4254,754,4.4
4255,981,3.9
4256,753,5.3
4257,907,4.9
4258,950,4.5
4259,383,2.7
4260,942,4.5
4261,395,2.3
4262,965,3.2
4263,1285,6.0
4264,678,4.0
4265,950,3.9
4266,135,1.1
4267,616,4.8
4268,720,5.8
4269,190,1.3
4270,1717,6.4
4271,747,3.2
4272,362,1.1
4273,415,1.9
4274,1275,5.1
4275,404,2.7
4276,832,6.4
4277,1022,3.1
4278,882,4.4
4279,326,2.1
4280,826,4.7
4281,546,3.4
4282,1392,5.4
4283,969,4.6
4284,625,3.8
4285,145,0.5
4286,280,1.4
4287,814,7.5
4288,286,1.7
4289,813,4.7
4290,525,3.1
4291,324,1.5
4292,907,8.1
4293,1520,4.7
4294,1133,5.8
4295,546,3.8
4296,472,3.7
4297,463,2.7
4298,663,6.8
4299,757,4.3
4300,1630,22.0
4301,927,5.9
4302,369,2.4
4303,894,5.0
4304,692,4.1
4305,756,6.6
4306,485,2.8
4307,1242,6.8
4308,565,3.0
4309,236,1.1
4310,615,2.8
4311,1305,6.1
4312,1027,2.9
4313,725,3.3
4314,481,3.0
4315,604,4.5
4316,299,2.1
4317,592,3.1
4318,1493,12.0
4319,952,4.6
4320,1166,7.0
4321,1619,4.8
4322,390,2.8
4323,928,7.9
4324,497,2.5
4325,1214,4.6
4326,712,7.5
4327,365,2.4
4328,483,2.7
4329,1036,6.0
4330,1012,8.9
4331,653,4.2
4332,1551,6.3
4333,414,2.4
4334,1130,7.1
4335,645,4.1
4336,546,4.1
4337,950,4.8
4338,769,5.7
4339,1432,5.0
4340,657,5.1
4341,169,0.7
4342,1572,4.8
4343,296,1.7
4344,456,2.4
4345,519,3.9
4346,605,3.7
4347,313,1.8
4348,655,5.0
4349,1631,5.3
4350,962,4.6
4351,487,2.7
4352,622,4.7
4353,770,5.4
4354,613,5.1
4355,933,3.3
4356,1164,8.6
4357,1668,10.0
4358,618,3.5
4359,654,4.2
4360,954,8.1
4361,252,0.8
4362,542,2.7
4363,613,5.2
4364,365,2.9
4365,735,4.5
4366,575,3.1
4367,463,3.2
4368,310,1.8
4369,874,6.7
4370,950,4.5
4371,546,3.1
4372,852,2.5
4373,1086,4.9
4374,460,3.0
4375,345,2.2
4376,1044,15.0
4377,935,9.1
4378,92,0.5
4379,555,4.2
4380,590,3.7
4381,1189,7.8
4382,1315,5.0
4383,327,1.4
4384,671,3.3
4385,614,3.3
4386,414,2.1
4387,505,4.7
4388,977,4.9
4389,213,0.8
4390,846,3.9
4391,623,3.5
4392,786,3.8
4393,421,2.3
4394,362,1.8
4395,1384,5.8
4396,1093,4.2
4397,384,2.3
4398,764,2.5
4399,1359,5.8
4400,730,4.7
4401,815,5.1
4402,542,2.7
4403,427,2.0
4404,1543,6.8
4405,622,5.1
4406,446,3.2
4407,501,3.0
4408,528,2.9
4409,793,2.6
4410,312,2.0
4411,569,2.2
4412,421,0.8
4413,830,3.3
4414,650,2.5
4415,936,5.6
4416,210,1.8
4417,415,2.2
4418,378,2.5
4419,342,2.4
4420,1294,10.0
4421,812,4.2
4422,1538,5.0
4423,298,1.4
4424,539,4.8
4425,671,3.4
4426,365,1.7
4427,1017,3.5
4428,303,1.8
4429,889,2.7
4430,510,2.7
4431,432,3.0
4432,764,6.0
4433,679,4.9
4434,389,2.0
4435,147,1.1
4436,1837,7.0
4437,1014,5.1
4438,2000,7.5
4439,195,0.8
4440,672,3.2
4441,706,3.9
4442,879,4.9
4443,996,9.7
4444,608,4.2
4445,550,3.5
4446,809,3.2
4447,1586,8.7
4448,731,2.8
4449,758,3.3
4450,688,6.0
4451,578,4.1
4452,124,0.6
4453,633,5.9
4454,793,3.1
4455,1240,19.0
4456,210,1.4
4457,588,1.6
4458,154,0.7
4459,285,1.6
4460,861,6.3
4461,285,1.7
4462,667,3.3
4463,400,3.0
4464,419,2.8
4465,280,1.8
4466,219,1.3
4467,974,4.9
4468,635,4.3
4469,531,1.9
4470,565,2.5
4471,704,6.1
4472,441,3.2
4473,697,4.6
4474,422,2.6
4475,314,1.6
4476,486,2.8
4477,543,2.6
4478,410,2.5
4479,433,2.7
4480,1320,14.0
4481,465,3.0
4482,809,5.8
4483,630,2.9
4484,830,3.9
4485,1090,9.2
4486,505,3.8
4487,924,10.0
4488,845,8.1
4489,733,3.1
4490,656,4.8
4491,948,4.6
4492,815,5.8
4493,865,6.7
4494,1175,4.5
4495,612,3.3
4496,558,1.8
4497,945,9.0
4498,869,3.8
4499,1431,5.0
4500,1316,6.6
4501,1467,21.0
4502,377,1.2
4503,614,3.0
4504,2020,7.5
4505,1826,6.9
4506,864,3.8
4507,593,3.0
4508,797,3.1
4509,543,2.2
4510,922,6.5
4511,1480,5.5
4512,1205,6.1
4513,1137,5.8
4514,1302,6.0
4515,640,4.9
4516,683,4.8
4517,712,5.7
4518,366,1.4
4519,585,3.4
4520,975,8.9
4521,1028,13.0
4522,181,0.7
4523,522,3.1
4524,264,1.4
4525,595,4.9
4526,955,3.3
4527,779,6.6
4528,556,2.8
4529,222,1.0
4530,338,1.4
4531,639,3.8
4532,747,6.4
4533,294,1.5
4534,533,3.4
4535,1154,4.0
4536,922,6.5
4537,837,3.0
4538,510,4.5
4539,760,4.9
4540,653,5.5
4541,783,3.7
4542,878,5.0
4543,517,1.7
4544,695,3.7
4545,1150,6.6
4546,900,2.4
4547,613,5.0
4548,780,2.7
4549,788,4.4
4550,208,1.3
4551,871,3.4
4552,461,2.1
4553,156,0.8
4554,328,1.5
4555,290,1.0
4556,391,3.0
4557,330,2.1
4558,330,1.3
4559,982,3.9
4560,522,4.1
4561,142,0.8
4562,528,2.1
4563,963,3.5
4564,408,3.4
4565,494,4.0
4566,722,6.3
4567,1270,5.6
4568,614,2.6
4569,716,6.2
4570,624,4.0
4571,375,1.4
4572,553,2.1
4573,332,2.0
4574,202,1.5
4575,911,4.8
4576,453,3.0
4577,542,2.2
4578,1142,5.1
4579,1104,6.0
4580,1669,6.4
4581,549,3.1
4582,197,1.3
4583,391,2.9
4584,1475,22.0
4585,670,4.8
4586,1310,4.7
4587,384,2.9
4588,591,3.4
4589,773,6.2
4590,1670,8.5
4591,702,4.1
4592,94,0.5
4593,332,1.6
4594,483,3.0
4595,558,1.8
4596,424,3.4
4597,794,4.0
4598,1558,17.0
4599,463,1.8
4600,1189,7.1
4601,302,1.9
4602,1246,2.4
4603,825,7.3
4604,292,1.7
4605,641,5.1
4606,372,2.8
4607,1098,3.8
4608,1742,6.2
4609,786,2.8
4610,830,2.9
4611,560,2.8
4612,411,1.8
4613,932,5.5
4614,404,2.8
4615,292,1.7
4616,968,6.5
4617,235,1.3
4618,507,3.7
4619,881,3.7
4620,377,2.3
4621,920,3.6
4622,1090,8.8
4623,1358,5.6
4624,1525,6.8
4625,686,2.5
4626,710,5.5
4627,245,2.5
4628,240,1.9
4629,1689,6.8
4630,878,5.2
4631,778,4.5
4632,847,5.5
4633,834,6.5
4634,665,3.4
4635,955,2.8
4636,782,5.6
4637,1156,6.9
4638,409,3.3
4639,128,0.5
4640,856,3.8
4641,934,4.6
4642,914,4.4
4643,890,5.3
4644,709,7.1
4645,202,1.3
4646,420,3.1
4647,551,4.2
4648,669,3.3
4649,194,0.9
4650,1386,5.9
4651,270,1.7
4652,897,9.3
4653,826,6.4
4654,451,1.6
4655,255,2.0
4656,972,5.5
4657,482,3.4
4658,464,3.2
4659,161,0.9
4660,672,5.5
4661,375,1.9
4662,332,1.3
4663,399,3.2
4664,401,4.1
4665,664,3.0
4666,445,2.1
